"report_uuid","issue_ordi","registrant_name","client_name","issue_text","date_received"
"922f9dcc-e3b6-572f-bae3-1fa092200bdc",6,LOWE'S COMPANIES INC.,Lowe's Companies Inc.,"efforts related to MTBs and certain products eligible for suspension incl ceiling fans, extension of GSP and antidumping reforms",2012-04-17 00:00:00
"8b5b1cf5-945f-582c-a220-b3ce760a6cff",1,AMERICAN ASSOCIATION OF PORT AUTHORITIES,American Association of Port Authorities,"Trade Anti-dumping Penalties
",2012-04-16 00:00:00
d84d6d88-6a20-5826-9f90-0fa947fe175e,1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,RETAIL INDUSTRY LEADERS ASSOCIATION,"General advocacy on international trade issues including: customs, dumping and WTO matters",2012-04-16 00:00:00
"2b856fce-1532-562e-ab5e-9173190e24f2",1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,Trade Remedy Reform Action Coalition,Advocating for changing the current retrospective anti-dumping duty collection system to a prospective collection system.,2012-04-16 00:00:00
d8fc4383-3690-5f1b-b488-9ab9ff9dc348,5,WHIRLPOOL CORPORATION,WHIRLPOOL CORPORATION,"ANTI - DUMPING PETITION AGAINST LG AND SAMSUNG FOR BOTTOM MOUNT REFRIGERATORS AND CLOTHES WASHERS (MEXICO AND SOUTH KOREA);  MARKET ACCESS FOR APPLIANCES IN MEXICO, COLOMBIA &amp; INDIA, &amp; SAUDI ARABIA; MISCELLANEOUS TARIFF BILL",2012-04-16 00:00:00
c3da594d-b3d0-5507-86c0-11195315bf8f,1,THOMPSON HINE LLP,"GEO Specialty Chemicals, Inc.",Congressional support for country-wide remedy in Department of Commerce anti-circumvention inquiry involving Glycine from China anti-dumping order.,2012-04-16 00:00:00
"1477479d-603d-5344-becb-fb6070bb9f2b",1,SMITH DAWSON & ANDREWS,"Citrus Products, Inc.","Anti-dumping duty order, reliquidation",2012-04-12 00:00:00
"800add4b-dbbb-5b29-ab92-d754e4942ad9",3,WHIRLPOOL CORPORATION,WHIRLPOOL CORPORATION,"COLOMBIA FREE TRADE, KOREA FREE TRADE, ANTI DUMPING PETITION AGAINST LG AND SAMSUNG FOR BOTTOM MOUNT REFRIGERATORS, MARKET ACCESS FOR APPLIANCES IN SAUDI ARABIA.",2012-01-23 00:00:00
"80d5ccc2-e248-5a7f-95ee-bc380719e5cb",1,KING & SPALDING LLP,American Furniture Manufacturers Committee for Legal Trade (Informal Coalition),Issues related to enforcement of antidumping orders,2012-01-20 00:00:00
"23961567-2ae5-550a-acc1-76f803dfc1cb",4,"PODESTA GROUP, INC.","Shaw Industries Group, Inc.",Anti-dumping/fair trade.,2012-01-20 00:00:00
e27c0f9e-4297-50d7-bb53-5c2f7efb8816,12,GENERAL MOTORS COMPANY,General Motors,"APEC;  Border Trade Issues; Customs &amp; Border Control Regulations/Reauthorization; Import Regulations; Currency Reform for 
Fair Trade Act (H.R.639) (S.328); Rare Earths Supply Chain Tech &amp; Resources Tranformation Act (H.R.1388); Conflict Minerals Regulation (Sec.1502 of P.L.111-203); Global Market Access Issues; U.S. Asia Trade; U.S. China Relations; U.S. Latin America 
Trade; Chinese trade restrictions, anti-dumping, countervailing duty and currency reform; Modified Tariff Bills; Counterfeiting;|Intellectual Property; Trans Pacific Partnership; U.S./Uzbekistan Trade &amp; Currency",2012-01-20 00:00:00
"13e92b0a-31ba-525a-b912-70a713716be8",3,WHIRLPOOL CORPORATION,WHIRLPOOL CORPORATION,"ANTI - DUMPING PETITION AGAINST LG AND SAMSUNG FOR BOTTOM MOUNT REFRIGERATORS AND CLOTHES WASHERS (MEXICO AND SOUTH KOREA); FREE TRADE AGREEMENTS WITH COLOMBIA, PANAMA &amp; SOUTH KOREA;  MARKET ACCESS FOR APPLIANCES IN MEXICO, COLOMBIA &amp; SAUDI ARABIA.",2012-01-20 00:00:00
"17f5d9d7-e04f-57f8-a563-73578e1139a0",1,THOMPSON HINE LLP,"GEO Specialty Chemicals, Inc.",Participate in Coalition for Enforcement of Antidumping and Countervailing Duty Orders lobbying to amend existing anti-circumvention laws affecting trade remedy orders; lobbying for Congressional and Department of Commerce support of countrywide remedy in Department of Commerce anti-circumvention inquiry.,2012-01-20 00:00:00
"2706bcc6-b201-5e14-aadc-b8c5128d5415",4,"GROWTH ENERGY, INC.",Growth Energy,"General ethanol, energy, agriculture, environmental and climate change issues; H.R. 3097 Renewable Fuel Standard Flexibility Act; Energy programs set to be reauthorized by the 2012 Farm Bill, specifically the Rural Energy for American Program and the Biomass Crop Assistance Program; China anti-dumping case on dried distillers grains; Food safety in general and specifically the issue of trace amounts of antibiotics in dried distillers grains; General items relating to corn supply projections from USDA;|Renewable Energy Loan Guarantee programs at the Department of Energy and the Department of Agriculture",2012-01-20 00:00:00
"39daa642-96d5-5177-8351-3da9347c3a80",1,HOGAN LOVELLS US LLP,National Chicken Council,"U.S. Russian Poultry Trade Issues; Mexican Trucking Issues; Free Trade Agreements; South Korea, Columbia and Panama; Mexican Anti-Dumping Poultry Case; China Anti-Dumping/Countervailing Duties; European Union/World Trade Organization Case on Antimicrobials; TransPacific - Multi Country Free Trade Agreement",2012-01-20 00:00:00
"1a3be09e-466d-568f-b954-0567b444ab99",5,THE TIMKEN COMPANY,The Timken Company,"Steel Imports (Dumping)
China Trade Policy
Continued Dumping and Subsidy Offset Act (CDSOA)
Duty Drawback|Conflict Minerals Issue
Trade Enforcement Priorities Act of 2011
WTO Zeroing Rules as it applies to antidumping cases
Supporting America's Manufacturing Act
Free Trade Agreement with South Korea, Columbia and Panama
ENFORCE Act - H.R. 3057 and S. 1133",2012-01-20 00:00:00
ad9ec450-d429-55d4-9b27-3f610dde6199,2,ARCELORMITTAL USA LLC,"ArcelorMittal USA LLC formerly known as ""ArcelorMittal USA, Inc.""","Oppose Chinese government policies promoting steel overcapacity and unfair trading practices, including currency manipulation 
S.1619, Currency Exchange Rate Oversight Reform Act/H.R.639, Currency Reform for Fair Trade Act 
Support U.S. government action to address China's export restrictions on raw materials|Support continuation of effective anti-dumping/countervailing duty laws re: non-market economies
Support Free Trade Agreements with Korea, Columbia and Panama
S.1133, Enforcing Orders and Reducing Customs Evasion Act of 2011
Russia WTO Accession 
S.1286, Trade Adjustment Assistance Extension Act of 2011
Ukraine trade and tax policies
",2012-01-20 00:00:00
abb5aae3-d525-5ff5-bbd8-41b652912517,2,DOW CORNING CORPORATION,Dow Corning Corporation,Discussions pertaining to pending anti-dumping/countervailing duties case before the Department of Commerce and the International Trade Commission.,2012-01-20 00:00:00
f02a452a-9131-538f-b99e-5bd98c91878d,4,"APPLIED MATERIALS, INC","APPLIED MATERIALS, INC.","US-Korea Free Trade Agreement Implementation Act (HR 3080); Environmental Goods and Services Agreement (no legislation); Export Controls (HR 2122, HR 2004); Solar energy-related trade issues (Ontario domestic content WTO case; no legislation); Conflict Minerals regulations (SEC Rulemaking); Rare Earth Elements -- use of rare earth elements and trade restrictions; Solar anti-dumping/countervailing duty case (trade litigation, no legislation)",2012-01-20 00:00:00
"7d7490ce-964e-55c5-aeb6-1e6d858f0981",1,STEWART AND STEWART,American Shrimp Processors Association,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief",2012-01-20 00:00:00
dfce497e-c98b-5a7e-9479-7914060e1437,1,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM, LLP",UNITED STATES STEEL,"- Issues pertaining to trade law reform proposals.
- Issues pertaining to the application of countervailing duties to non-market economies. 
- Issues pertaining to provisions to amend US trade enforcement laws, antidumping and countervailing duty provisions.
- Issues pertaining to climate change legislation and potential trade implications for manufacturers.|- Issues pertaining to legislative proposals relating to foreign currency manipulation.
- Issues pertaining to Buy America provisions and domestic preference programs.",2012-01-20 00:00:00
"7c939898-8b33-5883-9ded-0e647c6b25a3",1,THE WESSEL GROUP INCORPORATED,Globe Metallurgical,"Opposition to efforts to delay implementation of regulations to eliminate payment of dumping duties on products imported into foreign trade zones;
Treatment of silicon metal in China Export Prohibition Case",2012-01-19 00:00:00
"309a4767-b97a-5b63-ac4e-c2acfd7d7118",1,SMITH DAWSON & ANDREWS,"Citrus Products, Inc.","Anti-dumping duty order, reliquidation",2012-01-19 00:00:00
"8d9f7ca0-7c0e-59ac-be64-7827d78f2936",1,NATIONAL CHICKEN COUNCIL,National Chicken Council,"U.S.-Russian Poultry Trade Issues
Mexican Trucking Issues
Free Trade Agreements: South Korea, Columbia and Panama
Mexican Anti Dumping Poultry Case|China Antidumping/Countervailing Duties
European Union/World Trade Organization Case on Antimicrobials
TransPacific Partnership - Multi Country Free Trade Agreement
Opening of India Poultry Market
",2012-01-19 00:00:00
"4e1d7158-c8d5-5fa2-b614-993d2d081972",1,WINSTON & STRAWN LLP,AMERICAN HONEY PRODUCERS ASSOCIATION INC,"Support legislation providing for unfair trade and labeling practices reform, marketing loan and disaster assistance for honey producers, safe and timely shipment by mail of live queen bees, pollinator protection and conservation measures, improvements in the school lunch and specialty crop programs, advancement of national standard of identity for honey and international food safety issues, modifications to the|Continued Dumping and Subsidy Offset Act, curbs on circumvention of U.S. trade law, and funding for honeybee research including efforts to address Colony Collapse Disorder; advise on implementation of economic and disaster assistance and crop insurance legislation, regulation of pesticides, policies on foreign worker visas, importation of honeybees, continuation of USDA's NASS crop and livestock reports, and modifications of the honey research, promotion, and consumer information program. Legislation of interest includes the Food and Energy Security Act of 2007 (S. 2302 and H.R. 2419; P.L. 110-234), the Heartland Habitat, Harvest and Horticulture Act of 2007 (S. 2242), the Pollination Habitat Protection Act of 2007 (S. 1496), the Pollination Protection Act of 2007 (S. 1694, H.R. 1709), the FY 2012 Agriculture Appropriations Bill (H.R. 2112), the FY 2012 Consolidated and Further Continuing Appropriations Act (H.R. 2112; P.L. 112-55), the Customs Facilitation and Trade Enforcement Reauthorization Act of 2009 (S. 1631), the Enforcing Orders and Reducing Circumvention and Evasion Act of 2010 (S. 3725), implementation and extension of new shipper review provisions in the Pension Protection Act of 2006 (H.R. 4; P.L. 109-280), and efforts to consider and introduce new Farm Bill legislation.
",2012-01-19 00:00:00
f0e1c489-243d-5e57-a541-d60b6bfcbb68,1,ALCALDE & FAY,Falcon Safety Products,Exploring potential government action over suspected dumping practices and government support for expanding Exports,2012-01-19 00:00:00
b08d49a1-a1a3-5aa3-aa98-78a8c1787ad3,1,DLA PIPER LLP (US),Globe Metallurgical,Antidumping issues and foreign trade zone issues.,2012-01-19 00:00:00
"4681a962-0486-5e3d-a772-9720de04e046",3,THE WESSEL GROUP INCORPORATED,United Steelworkers,"Continued Dumping and Subsidy Offset Act;
Retention of zeroing methodology to calculate dumping margins;
Trade law enforcement;
Manufacturing and labor concerns relating to the US-Panama, US-Korea and US-Colombia Free Trade Agreements;|World Trade Organization, Doha Round, rules negotiations;
Export promotion;
Treatment of glassware sector in multilateral trade negotiations;
Trans-Pacific Partnership Negotiations;
Currency manipulation by the People's Republic of China;
Implementation of Section 421 case on consumer tires;
Impact of international trade on domestic alternative and renewable energy production;
USW Section 301 petition on alternative and renewable energy production equipment and related products;
WTO Decision on countervailing duties;
United States Trade Representative budget;
Reciprocal Market Access Act;
Russia MFN;
Export-Import Bank Reauthorization;
Treatment of State Owned Enterprises in trade agreements;
WTO Appellate Body's adverse ruling on U.S. application of anti-subsidy law to China;
WTO adjudication on Chinese export prohibitions;
Trade Adjustment Assistance;
Reform of Section 337 of Trade Act of 1974;
Trade in solar products;
Workers' Rights in China;
United States - Canada Regulatory Cooperation Council;
Statistical breakout to better track trade in wind energy equipment
",2012-01-19 00:00:00
d06f82bb-ccc1-581d-91fc-1bd3e15a3e3d,1,THE WESSEL GROUP INCORPORATED,The Timken Company,Continued Dumping and Subsidy Offset Act; retention of zeroing methodology to calculate dumping margins; trade enforcement.,2012-01-19 00:00:00
"81cf5f43-8699-5970-8768-6ccb10ef8d74",1,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2012-01-18 00:00:00
d6435ac8-32fb-5829-89cc-caccfa13e22a,2,STRATEGIES 360,"REC Silicon, Inc.",Anti-dumping/countervailing duties solar trade petition,2012-01-18 00:00:00
d5bbd272-82a3-5647-abcc-5e5e81906b7e,1,"MAYER BROWN, LLP",Momentive Performance Materials,"General Antidumping Advice Regarding Silicon Metal, Foreign Trade Zone rule changes.",2012-01-18 00:00:00
"81cf5f43-8699-5970-8768-6ccb10ef8d74",3,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2012-01-18 00:00:00
"81cf5f43-8699-5970-8768-6ccb10ef8d74",2,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2012-01-18 00:00:00
c986ccc0-389d-52c4-b901-3dae666cc4c4,1,"INTERNATIONAL ADVISORY SERVICES GROUP, LTD",EUROPEAN CONFEDERATION OF IRON AND STEEL INDUSTRIES,Steel Imports; Climate Change; Antidumping; Countervailing Duties; OECD Steel Discussions,2012-01-17 00:00:00
fb8fb8c4-177e-51e5-820e-62d6769b5908,1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,RETAIL INDUSTRY LEADERS ASSOCIATION,"General advocacy on international trade issues including: customs, dumping and WTO matters",2012-01-10 00:00:00
"38c09d8a-04be-51ff-bc9d-c7e60fa7bb5b",1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,Trade Remedy Reform Action Coalition,Advocating for changing the current retrospective anti-dumping duty collection system to a prospective collection system.,2012-01-10 00:00:00
"598fe684-c6a7-5573-be7c-8ed13188eb45",8,LOWE'S COMPANIES INC.,Lowe's Companies Inc.,"efforts related to tariff suspenion on certain imported products including ceiling fans, and extension of GSP, antidumping reforms",2012-01-10 00:00:00
"2573a462-c45c-5c20-9b11-0a59c2340722",1,"MAYER BROWN, LLP",Momentive Performance Materials,General Antidumping Advice Regarding Silicon Metal.,2011-10-27 00:00:00
fe88d407-8404-5854-a30b-caae55e903fd,6,"GROWTH ENERGY, INC.",Growth Energy,"General ethanol, energy, agriculture, environmental and climate change issues; China anti-dumping case on dried distillers grains",2011-10-20 00:00:00
fe88d407-8404-5854-a30b-caae55e903fd,4,"GROWTH ENERGY, INC.",Growth Energy,"General ethanol, energy, agriculture, environmental and climate change issues; H.R. 3097 Renewable Fuel Standard Flexibility Act; Energy programs set to be reauthorized by the 2012 Farm Bill, specifically the Rural Energy for American Program and the Biomass Crop Assistance Program; China anti-dumping case on dried distillers grains; Food safety in general and specifically the issue of trace amounts of antibiotics in dried distillers grains; General items relating to corn supply projections from USDA;|Renewable Energy Loan Guarantee programs at the Department of Energy and the Department of Agriculture",2011-10-20 00:00:00
"15782c54-9dd3-5ac2-ac78-c702eef50472",13,RETAIL INDUSTRY LEADERS ASSOCIATION,RETAIL INDUSTRY LEADERS ASSOCIATION,"issues related to implementation of conflict minerals provisions in Wall Street Reform &amp; Consumer Protection Act; Free Trade Agreements with Korea, Colombia, Panama; generalized system of preferences, Andean Trade Preferences Act; Trans-Pacific Partnership negotiations, implementation of antidumping and countervailing duty laws, AD/CVD duty collections; customs compliance issues; Chinese currency valuation; China Trade Issues; textile and apparel trade issues, trade adjustment|assistance; Affordable Footwear Act; trucking dispute with Mexico; issues related to implementation of Lacey Act
",2011-10-20 00:00:00
a6c5f09b-f253-5484-b699-dcd0abe8c0fa,5,"PODESTA GROUP, INC.","Shaw Industries Group, Inc.","Anti-dumping/fair trade, generally.",2011-10-20 00:00:00
"659decd1-45e5-58b0-a638-44a01a28a42f",1,ALCALDE & FAY,Falcon Safety Products,Exploring potential government action over suspected dumping practices and government support for expanding exports.,2011-10-20 00:00:00
c2a474c8-0c7f-5aef-98b8-4844ad3fdc3c,12,GENERAL MOTORS COMPANY,General Motors,"APEC, Border Trade Issues 
Currency Reform for Fair Trade Act (H.R.639) (S.328)
Rare Earths Supply Chain Tech &amp; Resources Tranformation Act (H.R.1388)
Conflict Minerals Regulation (Sec.1502 of P.L.111-203)|Global Market Access Issues
U.S. Asia Trade
U.S. China Relations
U.S. Latin America Trade
Chinese trade restrictions, anti-dumping, countervailing duty and currency reform
Pending Free Trade Agreements with Korea, Panama and Colombia
Modified Tariff Bills
Counterfeiting
Intellectual Property
Trans Pacific Partnership",2011-10-20 00:00:00
bba31dd3-c433-58f3-bd13-aa41e5664c9a,2,ARCELORMITTAL USA LLC,"ArcelorMittal USA LLC formerly known as ""ArcelorMittal USA, Inc.""","Oppose Chinese government policies promoting steel overcapacity and unfair trading practices, including currency manipulation 
S.1619, Currency Exchange Rate Oversight Reform Act/H.R.639, Currency Reform for Fair Trade Act 
Support U.S. government action to address China's export restrictions on raw materials|Support continuation of effective anti-dumping/countervailing duty laws re: non-market economies
Support Free Trade Agreements with Korea, Columbia and Panama
S.1133, Enforcing Orders and Reducing Customs Evasion Act of 2011
Russia WTO Accession 
S.1286, Trade Adjustment Assistance Extension Act of 2011

",2011-10-20 00:00:00
bc3fc4fd-380b-5a40-8fbc-1bffa4419dfe,1,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM, LLP",UNITED STATES STEEL,"- Issues pertaining to trade law reform proposals.
- Issues pertaining to the application of countervailing duties to non-market economies. 
- Issues pertaining to provisions to amend US trade enforcement laws, antidumping and countervailing duty provisions.
- Issues pertaining to climate change legislation and potential trade implications for manufacturers.|- Issues pertaining to legislative proposals relating to foreign currency manipulation.
- Issues pertaining to Buy America provisions and domestic preference programs.",2011-10-20 00:00:00
a23c77e2-ea7b-565f-8312-282d454d65af,1,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2011-10-20 00:00:00
a23c77e2-ea7b-565f-8312-282d454d65af,2,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2011-10-20 00:00:00
a23c77e2-ea7b-565f-8312-282d454d65af,3,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2011-10-20 00:00:00
"2f369093-f8d9-588e-83f2-d88de3c0f45a",20,"3M COMPANY","3M Company","IP Protection / Technology Transfer
Retailiatory Tariffs
Renewal of anti-dumping duty order on pressure sensitive plastic (psp) tape
Korea FTA|Columbia FTA
Panama FTA
GSP renewal and treatment of certain tapes imported from Indonesia
",2011-10-20 00:00:00
d2d2ff34-9536-50e7-a38e-0869ecf6ceff,1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,RETAIL INDUSTRY LEADERS ASSOCIATION,"General advocacy on international trade issues including: customs, dumping and WTO matters",2011-10-20 00:00:00
"0b083984-28be-559c-bdcd-f16d65173ba7",1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,Trade Remedy Reform Action Coalition,Advocating for changing the current retrospective anti-dumping duty collection system to a prospective collection system.,2011-10-20 00:00:00
dec5008f-3b16-5bc4-ba25-e8c9485d3c24,1,HOGAN LOVELLS US LLP,National Chicken Council,"U.S. Russian Poultry Trade Issues; Mexican Trucking Issues; Free Trade Agreements: South Korea, Columbia and Panama; Mexican Anti Dumping Poultry Case; China Anti Dumping/Countervailing Duties; European Union/World Trade Organization Case on Antimicrobials; TransPacific Partnership - Multi Country Free Trade Agreement.",2011-10-20 00:00:00
"113489cc-a720-5075-9d9b-c0a201dd679a",9,NATIONAL RETAIL FEDERATION,NATIONAL RETAIL FEDERATION,"H.R. 639; S. 328 (Currency Reform For Fair Trade Act)  statements in opposition to China currency legislation on behalf of U.S. retailers; H.R. 2071; S. 704 (OUTDOOR Act)  provide for duty-free treatment of certain performance outerwear)  communication of support on behalf of U.S. retail industry; H.R. 2387; S. 1244 (Save our Industries [SAVE] Act)  communication of U.S. retail industry support regarding duty-free treatment of apparel from the Philippines;|S. 1069 (Affordable Footwear Act to suspend temporarily the duty on certain footwear)  communication of support on behalf of U.S. footwear retailers; S. 1130 (prevent the evasion of antidumping and countervailing duty orders)  communication of U.S. retail industry views; Andean Trade Preference and Drug Eradication Act (ATPDEA)  communication of U.S. retail industry support; Conflict Minerals Provision in Dodd-Frank Wall Street Reform and Consumer Protection Act  statements of U.S. retail industry views regarding SEC implementation; Generalized System of Preferences (GSP) reauthorization  communication of U.S. retail industry support; Lacey Act Amendments  communication of U.S. retail industry views on implementation by USDA, Animal &amp; Plant Health Inspection Service (APHIS); Trade Adjustment Assistance (TAA)  communication on behalf of U.S. retail industry in support of reauthorization; Trans-Pacific Partnership (TPP) negotiations  communication of U.S. retail industry views regarding proposed rules governing trade in textiles and apparel and rules to enhance supply chain management and efficiency; U.S.-Colombia free trade agreement FTA (Colombia FTA)  statements of U.S. retail industry views; U.S.-Korea free trade agreement (KORUS)  statements of U.S. retail industry views; U.S.-Panama free trade agreement (Panama FTA)  statements of U.S. retail industry views; S. 1443 (extending certain trade preferences to certain least-developed countries in Asia and the South Pacific)  communications in support; S. 1581 (improving the importer of record program and the collection of fees and duties in connection with the importation of merchandise into the US)  communication of retail industry views; S. 1619 (providing for identification of misaligned currency and other purposes)  communications in opposition; H.R. 2493 (amending the African Growth and Opportunity Act to extend the third country fabric program)  communications in support; H.R. 2697 (suspending temporarily the duty on certain footwear)  communications in support; H.R. 2754 (providing authority to more aggressively enforce trade laws relating to textile and apparel articles)  communication of retail industry views; H.R. 2832 (extending the Generalized System of Preferences)  communications in support; H.R. 2909 (withdrawing normal trade relations treatment form the products of the Peoples Republic of China)  communications in opposition; H.R. 3057 (preventing the evasion of antidumping and countervailing duty orders)  communication of retail industry views",2011-10-20 00:00:00
b55654f9-248a-5841-a2f2-08947ed3271c,1,"BARNES & THORNBURG, LLP",National Candle Association,"Made contacts regarding foreign ""dumping"" in the United States.",2011-10-20 00:00:00
"389b13d8-4b02-58be-80c7-3b667dc034d3",5,THE TIMKEN COMPANY,The Timken Company,"Steel Imports (Dumping)
China Trade Policy
Continued Dumping and Subsidy Offset Act (CDSOA)
Duty Drawback|Conflict Minerals Issue
Free Trade Agreements - Columbia &amp; South Korea
Trade Enforcement Priorities Act of 2011
WTO Zeroing Rules as it applies to antidumping cases
Supporting America's Manufacturers Act
Free Trade Agreement with South Korea, Columbia and Panama
ENFORCE Act - H.R. 3057 and S. 1133",2011-10-19 00:00:00
"71f3715e-b0d8-54b8-9d1b-d27b8920c4f7",1,DLA PIPER LLP (US),Globe Metallurgical,Antidumping issues and foreign trade zone issues.,2011-10-19 00:00:00
"81cb4906-5962-5a8b-ba21-45f7418ba2ec",2,"THE LIVINGSTON GROUP, L.L.C.",TenCate Protective Fabrics North America,Issues concerning potential dumping of synthetic turf into US market,2011-10-19 00:00:00
bfcba60c-b0d6-519b-82e1-a51d170f67db,7,LOWE'S COMPANIES INC.,Lowe's Companies Inc.,"related to efforts to suspend tariffs on imported ceiling fans and other products, supporting proactive antidumping reforms",2011-10-19 00:00:00
af5e9d6d-d107-50e0-b037-a483734a1e67,1,KING & SPALDING LLP,American Furniture Manufacturers Committee for Legal Trade (Informal Coalition),Issues related to enforcement of antidumping orders,2011-10-19 00:00:00
"141c7a1d-b4c2-51a9-81a4-22658aeb09cc",1,STEWART AND STEWART,American Shrimp Processors Association,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief",2011-10-19 00:00:00
"733313e5-4cd3-5acf-93e1-1a47f53f0761",1,SMITH DAWSON & ANDREWS,"Citrus Products, Inc.","Anti-dumping duty order, reliquidation",2011-10-18 00:00:00
"51678e29-8636-5099-b21a-863c8f9d5d13",1,NATIONAL CHICKEN COUNCIL,National Chicken Council,"U.S.-Russian Poultry Trade Issues
Mexican Trucking Issues
Free Trade Agreements: South Korea, Columbia and Panama
Mexican Anti Dumping Poultry Case|China Antidumping/Countervailing Duties
European Union/World Trade Organization Case on Antimicrobials
TransPacific Partnership - Multi Country Free Trade Agreement
",2011-10-18 00:00:00
"89b9bac0-5ad3-555f-a663-7104fa9c4418",4,THE WESSEL GROUP INCORPORATED,United Steelworkers,"Continued Dumping and Subsidy Offset Act;
Retention of zeroing methodology to calculate dumping margins;
Trade law enforcement;
Manufacturing and labor concerns relating to the US-Panama, US-Korea and US-Colombia Free Trade Agreements;|World Trade Organization, Doha Round, rules negotiations;
Export promotion;
Treatment of glassware sector in multilateral trade negotiations;
Trans-Pacific Partnership Negotiations;
Currency manipulation by the People's Republic of China;
Implementation of Section 421 case on consumer tires;
Impact of international trade on domestic alternative and renewable energy production;
USW Section 301 petition on alternative and renewable energy production equipment and related products;
WTO Decision on countervailing duties;
United States Trade Representative budget;
Reciprocal Market Access Act;
Russia MFN;
Export-Import Bank Reauthorization;
Treatment of State Owned Enterprises in trade agreements;
WTO Appellate Body's adverse ruling on U.S. application of anti-subsidy law to China;
WTO adjudication on Chinese export prohibitions;
Trade Adjustment Assistance;
Reform of Section 337 of Trade Act of 1974;
Trade in solar products;
Workers' Rights in China;
United States - Canada Regulatory Cooperation Council
",2011-10-18 00:00:00
"612dc896-3ca2-5d3c-85f7-07cc48309d78",1,THE WESSEL GROUP INCORPORATED,The Timken Company,Continued Dumping and Subsidy Offset Act; retention of zeroing methodology to calculate dumping margins; trade enforcement.,2011-10-18 00:00:00
"4b6b8017-1e15-5368-9f33-f6fc14251122",1,WINSTON & STRAWN LLP,AMERICAN HONEY PRODUCERS ASSOCIATION INC,"Support legislation providing for unfair trade and labeling practices reform, marketing loan and disaster assistance for honey producers, safe and timely shipment by mail of live queen bees, pollinator protection and conservation measures, improvements in the school lunch and specialty crop programs, advancement of national standard of identity for honey and international food safety issues, modifications to the|Continued Dumping and Subsidy Offset Act, curbs on circumvention of U.S. trade law, and funding for honeybee research including efforts to address Colony Collapse Disorder; advise on implementation of economic and disaster assistance and crop insurance legislation, policies on foreign worker visas, importation of honeybees, and modifications of the honey research, promotion, and consumer information program. Legislation of interest includes the Food and Energy Security Act of 2007 (S. 2302 and H.R. 2419; P.L. 110-234), the Heartland Habitat, Harvest and Horticulture Act of 2007 (S. 2242), the Pollination Habitat Protection Act of 2007 (S. 1496), the Pollination Protection Act of 2007 (S. 1694, H.R. 1709), the FY 2012 Agriculture Appropriations Bill (H.R. 2112), the FY 2011 Department of Defense and Full-Year Continuing Appropriations Act (H.R. 1473; P.L. 112-10), the Customs Facilitation and Trade Enforcement Reauthorization Act of 2009 (S. 1631), the Enforcing Orders and Reducing Circumvention and Evasion Act of 2010 (S. 3725), implementation and extension of new shipper review provisions in the Pension Protection Act of 2006 (H.R. 4; P.L. 109-280), and efforts to consider and introduce new Farm Bill legislation.
",2011-10-18 00:00:00
